nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text,malt,hops,chocolate,german,banana,vanilla,caramel,yeast,fruit,whiskey,rhum,alcohol,gluten,barrel,rye,barley,cocoa,small/lower,big/upper,Altbier,Barleywine,Blonde,Duppel,Quadrupel,Tripel,Cider,Fruit,IPA,Kölsch,Lager,Non-Alcoholic,Pilsner,Porter,Wheat,Sour,Stout,Ale,Other
1954,6015234,Mad Scientist,Simulation Theory - Mexico,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-simulation-theory-mexico/6015234,12.4,N/A,4.03,231,10/10/24,"MAD SCIENTIST BARREL PROJECTBourbon Barrel Aged Imperial Milk Stout With Mexican Vanilla BeansCELLAR MASTER NOTESJust a kind invitation to our very own simulation if you are willing to open your mindAfter 3 releases in two years, we return with one of our most popular series, Simulation Theory. This year we decided to get one of the most famous varieties of this precious spice, the Mexican, and put it in an even more sticky and creamy base beer which is enriched with lactose and candid sugar. The result is sweet and aromatic with pleasant notes of wood and chocolate. If you are lucky enough you may have one or two bottles left from the previous releases so you can tag along. No worries if not, the year 2024 marks the arrival of another new variety. Crazy times! ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1955,6038189,Mad Scientist,Tiny Barrel Project Tennessee Dice Roller Scotch & Bourbon,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-tiny-barrel-project-tennessee-dice-roller-scotch-and-bourbon/6038189,11.3,N/A,4.03,398,10/28/24,"Scotch & Bourbon Barrel Aged Imperial Stout with Almond & Vanilla together with our friends at Brætspilscaféen in Horsens being released first during the ROLLING WITH THE PUNCHES TOUR 2024 in DenmarkFollowing TINY BARREL PROJECT SPIRITLORD RUM and TINY BARREL PROJECT CANDY MAN SCOTCH and so, here is our 11th TINY BARREL PROJECT release in our new category between the Specials series and Barrel Project in 330ml cans ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1956,5978079,Mad Scientist,Horror Vacui,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-horror-vacui/5978079,11.3,N/A,4.03,447,09/10/24,"MAD SCIENTIST BARREL PROJECTScotch And Bourbon Barrel Aged Imperial Stout With Smoked Cocoa, Rosemary And Smoked SaltCELLAR MASTER NOTESWe are simple brewersIf we find emptiness in the sip, we fill it with weird plants and strange salts. From time to time we take big risks and move away from the comfort zone of nuts-vanilla-sweet spices to try some nonsense. In this case, the motivation came from culinary experiences where the rosemary, the cocoa, and the salt are long-time friends, so why not to try them in beer, maybe alongside with some smoke? The base itself is a blend of scotch and bourbon barrel-aged imperial stout that brings chocolate, vanilla, and strong oak notes to the party. The result is an unusual banger (according to our humble opinion, of course). ",0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1957,3842776,Mad Scientist,Happy Finish Tawny Port,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-happy-finish-tawny-port/3842776,12.5,N/A,4.02,452,06/25/20,"MAD SCIENTIST BARREL PROJECTBlended Barrel Aged Imperial Stout and PorterCELLAR MASTER NOTESIn this bottle you can find the wonderful unity between our very first - but definitely not the last - Tawny Port Barrel aged imperial porter and a Cuban rum Barrel aged imperial peanut stout.We have filled one of our first casks in the brewery back in 2018 with the porter. It wasn't a quick finish as the taste needed almost 2 years to mature, but the vibrating duo of raisin and sour cherry will convince you, just like the tannic tones at the end of the sip, that patience is a virtue. It takes two to make a quarrel though; Cuban rum rounds the composition with notes of bitter chocolate and walnut. The results? Close your eyes and succumb to the temptation of our Cognac sour cherry bonbon... ",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1958,5961072,Mad Scientist,Tiny Barrel Project Mean Riff Tokaji,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-tiny-barrel-project-mean-riff-tokaji/5961072,10.6,N/A,4.02,474,08/26/24,"Hungarian Wine Barrel Aged Imperial Stout With Walnuts, Cacao Beans And Vanilla made together with our friends and partners The Nitrox Pub & Eatery in KotorAfter NASTY RIFF Mexicake Inspired Imperial Stout we presented you MEAN RIFF Hungarian Walnut Cake Infused Imperial Stout in the June of 2023:""Big sounds, weird guitars, big flavours, no artificial add-ons, just the precious ingredients our grandmothers use for our favorite cakes""We waited until the September of 2024 to release this special blend where we used two different barrels of the most famous Hungarian dessert wine! ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1959,6019958,Mad Scientist,Tiny Barrel Project Candy Man Scotch,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-tiny-barrel-project-candy-man-scotch/6019958,11.5,N/A,4.01,494,10/13/24,"The TINY BARREL PROJECT version of one of our most famous Specials: CANDY MAN  Marshmallows and Tonka Beans Imperial Stout from the January of 2018:Scotch Whiskey Barrel Aged Imperial Stout with Marshmallows and Tonka Beans with our friends at Beeráló - Craft Beer Pub in Székesfehérvár Following TINY BARREL PROJECT SPIRITLORD RUM and TINY BARREL PROJECT SPIRITLORD BOURBON and so, here is our 10th TINY BARREL PROJECT release in our new category between the Specials series and Barrel Project in 330ml cans ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1960,6322387,Mad Scientist,Happy Finish 2025 - Tokaji Barrel,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-happy-finish-2025-tokaji-barrel/6322387,10.4,N/A,4.01,211,06/29/25,"MAD SCIENTIST BARREL PROJECTTokaji Aszú Barrel-Aged Imperial StoutCELLAR MASTER NOTESIn this bottle, you can find the beautiful symphony by the king of winesAs the sixth release of the Happy Finish series, we’ve now reached full authenticity using the most iconic and oldest Hungarian finishing barrel, cherished by spirit makers all over the continent, the Tokaji Aszú cask. This one was filled with sweet and flavorful wine, full of walnut and raisin character, traditionally enjoyed on special occasions. However, don’t be confused… You always deserve the finest, and we strive to provide it. Open a bottle, fill your glass, fill your soul, and drink like the royalty you are. ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1961,4401850,Mad Scientist,Coco-Choco Armageddon,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-coco-choco-armageddon/4401850,11.0,N/A,4.01,252,07/09/21,MAD SCIENTIST BARREL PROJECTBourbon Barrel Aged Imperial Stout with roasted coconut and cocoa beansCELLAR MASTER NOTESWe know. Talking about Bounty in a coconut-chocolate stout is such a cliché but we cannot afford not to do so. From the first sniff until the last sip coconut is everywhere complemented by a more bitter than sweet chocolate tone. A little vanilla and lots of chocolate come from the bourbon barrel but this time we resisted the temptation and didn't add more vanilla to the composition as the true character of chocolate seemed to be more fascinating. Our second BA coconut imperial stout (after Monster Monday) flashes a completely different side of this nut (that isn't actually a nut). ,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1962,5313584,Mad Scientist,When They Bring The Nasty Riff Back But Slower,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-when-they-bring-the-nasty-riff-back-but-slower/5313584,14.0,N/A,4.0,767,04/13/23,"MAD SCIENTIST BARREL PROJECTMezcal And Hot Sauce Barrel Aged Imperial Stout With Cocoa, Chillies And SpicesThe Barrel Aged Version of our previous collab with Adroit Theory (USA) NASTY RIFFCELLAR MASTER NOTESHushed and GrimmedThe Nasty Riff came back. You believed Nasty Riff was a one-hit-wonder… But you were all deceived. Damn right son, another version was made. In the dark depths of the barrel room, in a mezcal and a hot sauce barrel, this few hundred liters of this bitingly intense imperial stout was put aside to wait for its time to strike again. Very light hint of spicy smokiness and an even deeper form of chili and hotness. This release will be our second form of collaboration with the mighty Adroit Theory but if we can tell you a secret, a third will emerge soon! ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1963,5558842,Mad Scientist,Simulation Theory 2023 Tahiti,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-simulation-theory-2023-tahiti/5558842,10.2,N/A,4.0,244,10/09/23,"MAD SCIENTIST BARREL PROJECTBourbon Barrel Aged Imperial Stout With Tahitian VanillaCELLAR MASTER NOTESJust a kind invitation to our very own simulation if you are willing to open your mindThis beer is not just the revival of the infamous Simulation Theory originally released back in 2019, but also part of a miniseries, where we created an upgraded imperial stout base, divided it into 2 parts, and then filled them into similar Kentucky bourbon barrels, to finish them with 2 different kinds of vanilla to see what happens, focusing on the contrasts. Hereby we cordially invite you on this journey to discover all these amazing nuances. Spoiler alert: both of them are incredibly walnutty-chocolaty from the barrel itself and the Tahiti and Madagascar vanillas are in perfect symbiosis with these flavors. We're not here to judge though. Only you are! ",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1964,4988782,Brew Your Mind,Moment In Time 2022,Stout - Imperial / Double,https://untappd.com/b/brew-your-mind-moment-in-time-2022/4988782,12.6,N/A,4.0,334,08/22/22,"11 hónapig ír grain whisky hordókban érlelt olajosan sűrű, csokoládés ízvilágú, komplex sörital. ",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1965,5149834,Mad Scientist,Phat Boi,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-phat-boi/5149834,11.5,N/A,4.0,2010,12/07/22,"4 bean imperial stout with Tonka Beans, Cocoa, Coffee and Vanilla ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1966,5541360,Mad Scientist,Simulation Theory 2023 Madagascar,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-simulation-theory-2023-madagascar/5541360,10.2,N/A,4.0,224,09/26/23,"MAD SCIENTIST BARREL PROJECTBourbon Barrel-Aged Imperial Stout With Madagascar Bourbon VanillaCELLAR MASTER NOTESJust a kind invitation to our very own simulation if you are willing to open your mindThis beer is not just the revival of the infamous Simulation Theory originally released back in 2019, but also part of a miniseries, where we created an upgraded imperial stout base, divided it into 2 parts, and then filled them into similar Kentucky bourbon barrels, to finish them with 2 different kinds of vanilla to see what happens, focusing on the contrasts. Hereby we cordially invite you on this journey to discover all these amazing nuances. Spoiler alert: both of them are incredibly walnutty-chocolaty from the barrel itself and the Tahiti and Madagascar vanillas are in perfect symbiosis with these flavors. We're not here to judge though. Only you are! ",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1967,4617204,Brew Your Mind,EVOLUTION 2021 COCOA,Stout - Imperial / Double,https://untappd.com/b/brew-your-mind-evolution-2021-cocoa/4617204,10.5,N/A,4.0,492,11/30/21,"Brewed in november 2020, this rye imperial stout is extremely oily and complex. Infused with Venezuelan and Nicaraguan Cocoa nibs. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1968,4495669,Mad Scientist,Extreme Plum Terror,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-extreme-plum-terror/4495669,11.5,N/A,3.99,254,09/08/21,"MAD SCIENTIST BARREL PROJECTCuban Rum Barrel Aged Imperial Stout With Dried Plum And CinnamonCELLAR MASTER NOTESIn disorder you can always find harmony.As the seventh son of this batch of imperial stout (with brothers like Ghost of a Rose, Mr. Peanutbutter, Choco-Coco Armageddon), this bastard delivers a seventh totally different variety for a stout: fruits and spices. It was the first time we used dried fruits to a BA release and it has turned out very lovely with the raisiny sweet notes of plum and got perfectly completed by the woody-spicy cinnamon and the moderately strong but quite deep flavors of the Cuban rum barrel. Maybe it's time to bring fruits to Barrel Project and unleash chaos? Hell yeah. ",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1969,4255871,Reketye Brewing Co.,Never Before #1,Stout - Imperial / Double,https://untappd.com/b/reketye-brewing-co-never-before-1/4255871,18.0,N/A,3.99,196,04/07/21,Port ruby BA double imperial stout on raspberry ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1970,4099666,Brew Your Mind,EVOLUTION 2020,Stout - Imperial / Double,https://untappd.com/b/brew-your-mind-evolution-2020/4099666,11.0,N/A,3.99,373,12/15/20,"2020. január 3-án főztük. Olajosan sűrű, édes, komplex sörital a hidegebb napokra.Összesen 350 palack készült. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1971,5341055,Mad Scientist,Chef's Bottle,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-chef-s-bottle/5341055,10.6,N/A,3.99,169,05/02/23,"MAD SCIENTIST BARREL PROJECT team series Norbert Piszkor [Madhouse Budapest executive chef]Jamaican Rum Barrel Aged Imperial StoutCELLAR MASTER NOTESDo not eat. Taste. Savor. Relish.In general, our brewery doesn't embrace the mindset of ""Simple is better"" but sometimes it comes in that beautiful form we are just unable to ignore it. For this release, we used a freshly emptied Jamaican rum barrel and filled it up with our base imperial stout we've been improving for years now to provide the perfect backbone for our barrel project. The result is a chocolaty-spicy-somewhat fruity, full-bodied, yet not sweet, thick, black stout which never ceases to amaze the crew, anytime we pop a bottle. ",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1972,5588394,Mad Scientist,Tennessee Dice Roller,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-tennessee-dice-roller/5588394,12.5,N/A,3.98,798,11/01/23,Imperial Stout with Almond and VanillaTry it - pair it - blend it with QUEEN OF GRACELAND Imperial Milk Shake Pale Ale with Sour Cherry and Coconut ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1973,3996782,Mad Scientist,Mr. Peanutbutter,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-mr-peanutbutter/3996782,13.0,N/A,3.98,343,10/07/20,"MAD SCIENTIST BARREL PROJECT Double Barrel Aged Imperial StoutCELLAR MASTER NOTESImagine a spoon of peanut butter that is so thick you can't even swallow it. Now imagine it in a beer.The substance you can find in this bottle had a more exciting past than most of us. We started with brewing an amazingly strong and rich imperial stout with tons of peanuts and aged it in a Four Roses barrel. When the taste of bourbon got vibrant after a year, we poured it into a Pedro Ximenez sherry barrel for a finish and as a final act, a crazy amount of peanut has been added again. All of these efforts turned into a wonderful unity between wood, vanilla, chocolate, cherry, plum, and at last but not least: P-E-A-N-U-T! ",0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1974,4350822,Mad Scientist,Stachio Bois,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-stachio-bois/4350822,11.0,N/A,3.97,216,06/07/21,"MAD SCIENTIST BARREL PROJECT Bourbon Barrel Aged Vanilla Bean Pistachio Cake Imperial Pastry StoutCELLAR MASTER NOTESPistachio is the king of the nut family so we didn't hesitate to put a golden crown on this bottle. But wax is far from being the only thing that makes it noble: it sat for more than a year in a bourbon barrel and we added vanilla to round up the tastes and balance the light saltiness. To be honest, we had nothing to do here: the enormous amount of nuts did most of the job. The chocolaty stout mixed with the oriental vibes of pistachios got twisted by a bit of vanilla, it is soft with moderated carbonation, and the feeling it delivers is royal. We recommend it to everybody who's ready to admire a sticky-toffee-nutty-chocolaty-vanilla boi. ",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1975,5697214,Gravity Brewing,Supernova - Imperial Almond Stout,Stout - Imperial / Double,https://untappd.com/b/gravity-brewing-supernova-imperial-almond-stout/5697214,12.5,60,3.97,335,01/31/24,"Supernova builds on our core range almond stout's incredible reception, pushing Nova's recipe deep into imperial territory to create a luxuriously rich, complex version for our stout fans.This is an enormous beer: rich aromas of roasted almonds lead into a silky smooth, oat-heavy base full of dark chocolate notes tempered with a touch of lactose sweetness.Long conditioning on toasted cherry wood adds further depth to turn Supernova into a truly indulgent treat, perfect for any winter evening. ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1976,5977525,Brew Your Mind,Evolution 2023,Stout - Imperial / Double,https://untappd.com/b/brew-your-mind-evolution-2023/5977525,10.2,N/A,3.96,289,09/09/24,"Our rye imporial stout with 8 types of malts. Oily body, komplex taste. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1977,4255877,Reketye Brewing Co.,Never Before #3,Stout - Imperial / Double,https://untappd.com/b/reketye-brewing-co-never-before-3/4255877,18.0,N/A,3.96,153,04/07/21,Tawny portwood whiskey BA double imperial stout ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1978,4038433,Brew Your Mind,Evolution 2020 Cocoa,Stout - Imperial / Double,https://untappd.com/b/brew-your-mind-evolution-2020-cocoa/4038433,11.0,N/A,3.95,171,11/04/20,"Brewed in january 2020, this rye imperial stout is extremely oily and complex. Infused with Venezuelan and Nicaraguan Cocoa nibs. 225 bottles where made. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1979,5002088,Fehér Nyúl,Uenuku,Stout - Imperial / Double,https://untappd.com/b/feher-nyul-uenuku/5002088,13.3,N/A,3.95,328,09/01/22,"Ezt az Imperial Stoutot a tartályérlelés után három részre osztottuk. Egy Martinique mellett két jamaicai (egy szűz és egy használt tölgy) rumoshordóban érleltük 8 hónapig, mielőtt blendeléssel újra egyesítettük.This Imperial Stout was split into three parts after fermentation. These were then filled into 3 barrels: a Martinique and two Jamaican rum (one virgin, on used). After 8 months these parts were once again reunited trough blending. ",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1980,5640082,Gravity Brewing,Zenith - Imperial Chocolate Orange Stout,Stout - Imperial / Double,https://untappd.com/b/gravity-brewing-zenith-imperial-chocolate-orange-stout/5640082,10.5,54,3.95,304,12/11/23,"Thanks to a double dose of Gravity-roasted Peruvian cacao nibs, this luxuriously boozy milk chocolate stout evokes memories of steaming cups of hot cocoa and delicious Christmas desserts.Cold nitrogenation rounds out the mouthfeel by delivering an incredibly smooth body and creamy head, while a delicate orange marmalade finish gently brings you back to your senses for another sip. ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1981,6141498,Mad Scientist,Only The Mad Are Sane,Stout - Imperial / Double,https://untappd.com/b/mad-scientist-only-the-mad-are-sane/6141498,12.7,N/A,3.94,339,01/28/25,"A Blend Of Maple Syrup Barrel-Aged Imperial Stout, Martinique Rum Barrel-Aged Ryewine And Smoky Whisky Barrel-Aged Sweet Mead collab with our friend Erwin from Van Moll (NL) 4 kegs ever made for Van Moll Fest Winter Edition 2025  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
