nr,bid,brewery,name,kind,link,abv,ibu,rating,nr_raters,adding_date,text
11,4615863,Kecskeméti Sörmanufaktúra,TEPACHE,Sour - Other,https://untappd.com/b/kecskemeti-sormanufaktura-tepache/4615863,7.2,7,3.79,305,11/28/21,"A Tepache egy tradicionális mexikói ital, amit más néven “felnőtt üdítőnek” is neveznek. Erjesztett ananász héjából készül, némi fahéj, szegfűszeg és muscovado cukor hozzáadásával. Ezt a latin-amerikai különlegességet csempésztük bele ebbe a magasabb alkoholtartalmú savanyú sörbe, rengeteg gyümölcs és fűszer hozzáadásával. Ha nagyon kemény vagy, tequilával kíséred amigo. "
12,3776641,HORIZONT Brewing,Sour Series 002 - Blackberry Brett Sour Ale,Sour - Other,https://untappd.com/b/horizont-brewing-sour-series-002-blackberry-brett-sour-ale/3776641,5.5,20,3.79,182,05/07/20,"A wild sour ale with Brettanomyces aged in white wine barrels with blackberry puree. Funky, wild ale notes with blackberry flavors and subtle wine-like, oak aftertaste. This is closest to a flanders red in flavors and complexity but with fruits added. This 2 year long project involved a Saison base for this beer, a long fermentation with brettanomyces and pediococcus and an aging for 6 months in white wine barrels with fruit purees added. The result is a real special beer recommended for special occasions, to share or to enjoy on your own. "
13,5093913,HORIZONT Brewing,Sour Series Black Forest Sour Ale Aged In Bock Red Wine Barrels,Sour - Other,https://untappd.com/b/horizont-brewing-sour-series-black-forest-sour-ale-aged-in-bock-red-wine-barrels/5093913,9.9,N/A,3.77,491,10/28/22,"A BOCK pincészet vörösboros hordóiban érlelt dark sour ale, krémes, enyhén savas testtel, az eper és meggy kellemes ízjegyeivel, melyeket a vanília tesz teljessé. Aged in the red wine barrels of BOCK winery. A beautiful dark sour ale made with strawberry, cherry and vanilla.  "
14,5478081,INCZELLAR,To Be So Da,Sour - Other,https://untappd.com/b/inczellar-to-be-so-da/5478081,4.6,6,3.74,330,08/08/23,"Sour Ale citromhéjjal, gyömbérrel és borókabogyóval.Sour Ale with lemon zest, ginger and juniper berries. "
15,3977236,Fehér Nyúl,Cabroncita,Sour - Other,https://untappd.com/b/feher-nyul-cabroncita/3977236,7.0,32,3.73,793,09/24/20,"Cabroncita, azaz ""Kábronszitá"" a kompromisszumokat nem ismerő nő, aki kedves és harapós egyszemélyben. Körülbelül így kell elképzelni a Kísérleti Nyúl sörünk személyiségét, ami egy ananásszal és mangóval készült gyümölcsös savanyított kveik, Trinidad Scorpio chilivel.Cabroncita is a non-compromising lady, who is friendly but fierce at the same time. This is more or less how you should approach this Experimental Rabbit, which is a sourkveik infused with pineapple, mango and Trinidad Scorpio chili.  "
16,5341052,Mad Scientist,Ghost Note,Sour - Other,https://untappd.com/b/mad-scientist-ghost-note/5341052,8.4,N/A,3.72,1409,05/02/23,Peated Whiskey Nitro Sour collab w/ B*BOP Fermentory 
17,5624275,INCZELLAR,Dupla TO BE SO DA,Sour - Other,https://untappd.com/b/inczellar-dupla-to-be-so-da/5624275,7.0,N/A,3.69,171,11/29/23,"Imperial sour ale típusú szűretlen felsőerjesztésű sör citromhéjjal, gyömbérrel és borókabogyóval.Imperial sour ale with lemon zest, ginger and juniper berries.  "
18,2841437,HORIZONT Brewing,Pilot Series #12 - Dry Hopped Sour Ale,Sour - Other,https://untappd.com/b/horizont-brewing-pilot-series-12-dry-hopped-sour-ale/2841437,4.4,25,3.68,214,09/12/18,"Frissítő és könnyed savanyú sör, rengeteg Citra és Nelson Sauvin komlóval hidegkomlózva. Refreshing and easy, tart sour ale, dry hopped with a good amount of Citra and Nelson Sauvin hops.  "
19,5980520,UGAR Brewery,Orange Espresso Sunrise,Sour - Other,https://untappd.com/b/ugar-brewery-orange-espresso-sunrise/5980520,6.5,N/A,3.68,279,09/12/24, 
20,3802485,Zentus Craft Beer,Zentus Elder Sister,Sour - Other,https://untappd.com/b/zentus-craft-beer-zentus-elder-sister/3802485,3.5,6,3.66,233,05/28/20,"sour ale /w organic soaked elderflower, lactobacillus + original Kveik - Norwegian Farmhouse YeastPart of Sour Sisters "
21,5487178,LöWOLF Craft Beer Co.,Juicy Forest,Sour - Other,https://untappd.com/b/lowolf-craft-beer-co-juicy-forest/5487178,5.0,11,3.64,176,08/15/23,"(Wild Berry) Breakfast SOUR ALE • EN: It’s a SOUR ALE inspirated by the Wild Berries like Chokeberry, Strawberry, Blackberry, Elderberry, Blackcurrant and we also added some lactose to make the mounthfeel even skiller.• HU: A „JUICY FOREST” az első savanyú sörünk, olyan erdei bogyós gyümölcsök inspiráltak, mit például a szeder, feketeribizli, eper, berkenye, bodza. A savanykás jegyeket mellett a kortyérzetet némi laktóz hozzáadásával tettük selymesebbé. "
22,4930810,HORIZONT Brewing,Sour Series - Barrel Aged Imperial Sour Ale with Tangerine & Chocolate,Sour - Other,https://untappd.com/b/horizont-brewing-sour-series-barrel-aged-imperial-sour-ale-with-tangerine-and-chocolate/4930810,9.3,8,3.64,774,07/14/22,"Barrel aged imperial sour with tangerine and chocolate, and a little bit of vanilla. "
23,5805148,Reketye Brewing Co.,Primula Veris,Sour - Other,https://untappd.com/b/reketye-brewing-co-primula-veris/5805148,4.3,N/A,3.64,182,04/27/24, 
24,4454342,HopTop Brewery,Wicked Purple,Sour - Other,https://untappd.com/b/hoptop-brewery-wicked-purple/4454342,7.9,N/A,3.64,246,08/11/21,Sour plum-vanilla stout. 
25,3683193,Reketye Brewing Co.,Childhood Memories,Sour - Other,https://untappd.com/b/reketye-brewing-co-childhood-memories/3683193,6.5,10,3.63,362,02/20/20,"Sour golden ale brewed with lactose, coconut, cottage cheese, cold brew cocoa beans and bergamott juice.  "
26,6056297,FIRST Craft Beer,Mellow It Down,Sour - Other,https://untappd.com/b/first-craft-beer-mellow-it-down/6056297,8.0,N/A,3.62,459,11/12/24,"(HUN) Barátainkkal a Christianiaból egy új kísérletbe fogtunk: kerestünk két stílust és koncepciót, melyet csak egy, általunk kiötletelt láncszem köt össze: ebben az esetben ez a kekszes ízesítés lett.A Mellow It Down a páros egyik fele, mely egy savanyú alapból varázsol banános-kekszes, gyümölcsös-fűszeres szomjoltót a hozzáadott banánpüré, szegfűbors, graham aroma - és természetesen az elmaradhatatlan christianiai kendermag segítségével!---(ENG) With our friends from Christiania, we embarked on a new experiment: we looked for two styles and concepts that were connected only by a link we came up with: in this case, the biscuit flavoring.Mellow It Down is one half of the duo, which transforms a sour base into a banana-biscuit, fruity-spicy thirst quencher with the help of added banana puree, allspice, graham aroma - and of course the indispensable Christiania hemp seeds! "
27,5007618,Reketye Brewing Co.,Menthology,Sour - Other,https://untappd.com/b/reketye-brewing-co-menthology/5007618,4.5,12,3.61,228,09/04/22,Menthol & Lime infused sour ale.  
28,4745570,HORIZONT Brewing,Sour Series - Mazagran Inspired Sour Ale,Sour - Other,https://untappd.com/b/horizont-brewing-sour-series-mazagran-inspired-sour-ale/4745570,6.2,N/A,3.61,724,03/09/22, 
29,983638,Legenda Sörfőzde,Brettannia Brut,Sour - Other,https://untappd.com/b/legenda-sorfozde-brettannia-brut/983638,5.3,N/A,3.6,398,02/20/15, 
30,5588356,Mad Scientist,Tiny Barrel Project Szilvás Gombóc Rum,Sour - Other,https://untappd.com/b/mad-scientist-tiny-barrel-project-szilvas-gomboc-rum/5588356,10.0,N/A,3.59,349,11/01/23,"Plum Dumpling Imperial Pastry Gose aged in Antilles Rum barrels as a collaboration with our friends at Erlings Flaskebutik Aarhus, Denmark.Following TINY BARREL PROJECT SPIRITLORD RUM, TINY BARREL PROJECT SPIRITLORD COGNAC and TINY BARREL PROJECT BISCUIT BEHEMOTH here's our 4th TINY BARREL PROJECT release in our new category between the Specials series and Barrel Project in 330ml cans.  "
31,4605657,Fehér Nyúl,Glühck,Sour - Other,https://untappd.com/b/feher-nyul-gluhck/4605657,6.4,N/A,3.59,266,11/22/21,"A karácsonyi hangulat szerves része a forralt bor, de mi van, ha te sörös arc vagy? Itt a megoldás! Készítettünk egy savanyított sört fekete ribizlivel, áfonyával és meggyel, no meg persze klasszikus téli fűszerekkel; narancshéjjal, fahéjjal, szegfűszeggel és csillagánizzsal.Mulled wine is a staple of Christmas spirit, but what if you are a beer geek? Here is the solution! We brewed a sour ale with black currant, sour cherry and huckleberry, and of course the classic winter spices such as orange peel, cinnamon, cloves and star anise. "
32,6122710,B*BOP FERMENTORY,ANALOGUE,Sour - Other,https://untappd.com/b/b-bop-fermentory-analogue/6122710,4.6,N/A,3.59,1094,01/09/25,"Gin Fizz Nu Sour.A gin fizz inspired refreshing and tart Nu Sour Ale fermented with Sicilian lemons, key lime purée, a blend of well selected gin botanicals; juniper berries, Norwegian angelica roots, coriander seeds, ginger, rosemary and Pakistani diamond salt. Analogue is a renewed, reincarnated batch of Dilla & Bagirah.Analog beer in a digital world.  "
33,3332844,HORIZONT Brewing,Unicorns On Acid,Sour - Other,https://untappd.com/b/horizont-brewing-unicorns-on-acid/3332844,4.5,14,3.59,273,07/15/19,"Spice it up! Dry-hopped botanical sour brewed with the typical gin spices. These spices include juniper berries, citrus peels, coriander and cardamom among others. Whether you love gin, or just into sour beers, with a funky twist, this beer is for you.  "
34,3414881,HORIZONT Brewing,SEVEN,Sour - Other,https://untappd.com/b/horizont-brewing-seven/3414881,5.0,N/A,3.58,316,09/02/19,"Hoppy refresher, a sour ale dry hopped with Idaho7, 15g/L! Fressh! In collaboration with our friends from Balkezes // Egy fanyar frissítő a komlós sörök kedvelőinek: hidegkomlózott savanyú ale, 15g/L-nyi Idaho7 komlóval. Kollaborációban barátainkkal, a Balkezessel. "
35,6271112,Etyeki Sörmanufaktúra,Viktória Gyöngye Sour Ale,Sour - Other,https://untappd.com/b/etyeki-sormanufaktura-viktoria-gyongye-sour-ale/6271112,7.1,20,3.55,200,05/19/25,"Idén is elkészült (pontosabban a '24-es szüret után) az Edeck szériánk söre. Most is a Nádas Borműhely kiváló borászával, Nádas Szilárddal dolgozott együtt remek fősörfőzőnk, Huszti Márk és készítették el ezt a tételt. Viktória Gyöngye must került hozzánk idén, ami egy nagyon jó pezsgőalapnak volt szánva, így adta magát, hogy egy savanyú alapra ültessék fel a srácok. Mindezt, hogy legyen benne még csavar, meghidegkomlózták Nelson Sauvinnal.  "
36,3528772,HopTop Brewery,If I Had a BEAR,Sour - Other,https://untappd.com/b/hoptop-brewery-if-i-had-a-bear/3528772,5.2,35,3.55,263,11/13/19,"Sour brown ale with dried orange peel and fresh ginger. The dark malty marks replaces the gingery sourness, then the orange finish closes the taste. Hops used: Colombus, Challenger "
37,5824058,Tacet Brewery,Pillangókisasszony,Sour - Other,https://untappd.com/b/tacet-brewery-pillangokisasszony/5824058,4.7,10,3.55,214,05/11/24,"Míg Giacomo Puccini operája időtlen dallamaival, a mi Pillangókisasszonyunk a fiatalság szimbólumával, a cseresznyefa virágával repít minket Japán távoli szigetére. "
38,4081370,Fehér Nyúl,Trinitas,Sour - Other,https://untappd.com/b/feher-nyul-trinitas/4081370,3.8,8,3.54,251,12/03/20,"Egy izgalmas trió egyvelege ez a sör, hiszen édes, savanyú és sós egyszerre, de legfőképpen savanyú. Az összetevői között fellelhető a smokerben sült alma, a virágméz és a fahéj egyaránt! Címke szöveg:Láng Orsolya 1987-ben született, Erdélyben nőtt fel, jelenleg Budapesten él. Rajzol és ír, fényképez és filmet rendez. Általában szereti a jó dolgokat. Három könyve jelent meg: Tejszobor (kisregény), Bordaköz (versek), Pályamatricák (útijegyzetek). "
39,5399086,Fehér Nyúl,Salsa Sour,Sour - Other,https://untappd.com/b/feher-nyul-salsa-sour/5399086,4.7,N/A,3.54,256,06/12/23,"Savanykás alap felpezsdítve az aszalt paradicsom zamatával, a rózsabors, koriander és lime héj frissítően fűszeres jegyeivel és a Trinidad Scorpio chili határozott, de nem tolakodó csípősségével. Kezdődhet a tánc!A sour base made whole by the flavor of sun-dried tomatoes, the refreshingly spicy notes of pink pepper, coriander and lime peel and the distinct, but not intrusive hotness of Trinidad Scorpio chili. Let’s dance! "
40,4922519,Fehér Nyúl,Spark,Sour - Other,https://untappd.com/b/feher-nyul-spark/4922519,4.2,N/A,3.53,200,07/08/22,"Espresso tonik inspirálta Berliner Weisse, kenyai Karatina AB kávéval ízesítve.Espresso tonic inspired Berliner Weisse, flavored with Kenyan Karatina AB coffee. "
41,4207162,Viharsarok Sörfőzde,Citromtorta,Sour - Other,https://untappd.com/b/viharsarok-sorfozde-citromtorta/4207162,7.7,N/A,3.45,497,03/05/21,"Mennyei citromtorta sütés nélkül? Egyszerű! Csak szisszents fel egy Viharsarok Citromtortát, amiben ott a lágy és fanyar citromkrém és az omlós vajas tészta. Üde és édes, savanykás és sós — a klasszikus desszert minden ízét megtalálod ebben a krémes Milkshake Pale Ale-ben, amely valódi citromhéjjal és vanília kivonattal készül. "
42,5632886,Mad Scientist,Grayskull,Sour - Other,https://untappd.com/b/mad-scientist-grayskull/5632886,10.0,N/A,3.35,1074,12/06/23,"Imperial Long Drink Sour Ale w/ Grapefruit, Juniper Berries, Cardamom & Orange Zest collab with our friends Tuju from Lappeenranta, Finland""By the power of Grayskull!"" "
0,5835693,Reketye Brewing Co.,Seppuku,Sour - Other Gose,https://untappd.com/b/reketye-brewing-co-seppuku/5835693,5.0,N/A,3.81,226,05/20/24,HopTails X Reketye - Far East Gose with Manju salt and Lime and Mango  
1,5333269,B*BOP FERMENTORY,WREKONIZE,Sour - Other Gose,https://untappd.com/b/b-bop-fermentory-wrekonize/5333269,6.0,N/A,3.73,421,04/27/23,"Smoked Celery Apple Gimlet Nu Gose.A tart and fizzy Nu Gose fermented with smoked celery, juicy apples, Sicilian lemons, a blend of well selected gin botanicals instead of hops: juniper berries, Norwegian angelica roots, coriander seeds, ginger, rosemary and a pinch of Pakistani diamond salt. Brewed to celebrate the legendary Smif-N-Wessun.  "
2,5175071,SIMA brewing,Plot Twist,Sour - Other Gose,https://untappd.com/b/sima-brewing-plot-twist/5175071,7.5,N/A,3.71,200,12/24/22,"Imperial Gose w/ rootbeet, pomegranate and sour cherry.A collab-brew of Reketye Brewing and SIMA brewing "
3,5152436,Ezittaz Brewery,Mariah’s Choice,Sour - Other Gose,https://untappd.com/b/ezittaz-brewery-mariah-s-choice/5152436,4.9,N/A,3.7,152,12/09/22,"Egy sör, ami segít átlendülni a karácsonyi készülődésen, ami erőt ad és megnyugtat, akár szilveszter este is. Mondjuk egy kellemesen fanyar, earl grey teával, barackkal és vaníliával megbolondított gose. És ez itt pont az! "
4,4192182,HopTop Brewery,Make No Sense,Sour - Other Gose,https://untappd.com/b/hoptop-brewery-make-no-sense/4192182,3.0,N/A,3.69,209,02/22/21,Gose style beer with dill and lemongrass. 
5,4982125,Fehér Nyúl,La Donna,Sour - Other Gose,https://untappd.com/b/feher-nyul-la-donna/4982125,4.1,5,3.68,209,08/18/22,"Számtalan gyümölcsös gose után itt volt az ideje, hogy főzzünk egy, a történelmi sörtípushoz közelebb álló tételt. La Donna esetében a klasszikus koriander mellé gyömbért adagoltunk, így a savanyúság mellé izgalmas fűszeresség párosul.After numerous fruited versions, it was time to brew a gose that is closer to traditional varieties. Besides the classic coriander, ginger was added to the brew, adding an exciting spiciness to the sour base. "
6,4063990,Reketye Brewing Co.,Ginfused,Sour - Other Gose,https://untappd.com/b/reketye-brewing-co-ginfused/4063990,4.5,N/A,3.67,670,11/21/20, 
7,5100907,unCertain Brewing Co.,Gaia,Sour - Other Gose,https://untappd.com/b/uncertain-brewing-co-gaia/5100907,5.0,N/A,3.66,214,11/02/22,"Fruited Gose with arugola, green peppercorns, kiwi and celery "
8,5330065,Fehér Nyúl,Mirage,Sour - Other Gose,https://untappd.com/b/feher-nyul-mirage/5330065,3.5,N/A,3.65,410,04/24/23,Igazi felüdülés a melegben; a sós-savanyú gose alapot kiválóan egészíti ki a frissen reszelt gyömbér intenzív aromája és íze.A real treat in the summer heat: the salty-sour gose base serves as the perfect canvas for the freshly grated ginger’s intense aroma and flavor. 
9,1782932,Reketye Brewing Co.,Lacto Acid Bacteria,Sour - Other Gose,https://untappd.com/b/reketye-brewing-co-lacto-acid-bacteria/1782932,4.5,20,3.63,3451,10/19/16,"Egy kicsit csavartunk a dolgon, hiszen az eredeti gose kevésbé komlózott és talán markánsabban sós. Mi a világ egyik legkülönlegesebb fajtáját használtuk fel a hidegkomlózáshoz: a Motueka-t. "
10,2532375,Mad Scientist,Chinatown,Sour - Other Gose,https://untappd.com/b/mad-scientist-chinatown/2532375,5.1,N/A,3.63,223,02/28/18,Traditionally soured Gose with sichuan peppers. 
11,3967558,UGAR Brewery,Green Speedo,Sour - Other Gose,https://untappd.com/b/ugar-brewery-green-speedo/3967558,4.5,N/A,3.62,647,09/17/20, 
12,5369582,Reketye Brewing Co.,Lost In Lavenderia,Sour - Other Gose,https://untappd.com/b/reketye-brewing-co-lost-in-levanderia/5369582,5.0,10,3.62,308,05/22/23,Gose with Hibiscus and levander.smooth and beautyfull BPBW2013 Release 
13,5000116,Viharsarok Sörfőzde,Rózsaborsos Vakáció,Sour - Other Gose,https://untappd.com/b/viharsarok-sorfozde-rozsaborsos-vakacio/5000116,5.0,N/A,3.6,429,08/30/22,"Legújabb söreinket Fekete Tamás házi sörfőzővel kollabban készítettük. Ebben sörben a rózsabors frissítően balzsamos íze találkozik egy hidegkomlós Gose sós, citrusos ízvilágával. A könnyed, nyári sörkülönlegességek rajongóinak ajánljuk. Fogyaszd frissen és hidegen! "
14,4843923,Vaskakas Brewing,Berry White,Sour - Other Gose,https://untappd.com/b/vaskakas-sorfozde-berry-white/4843923,4.5,8,3.6,313,05/15/22,"Rengeteg eper, megfűszerezve egy nagy adag bazsalikommal, és gose lévén nem hiányozhat a tengeri só és a koriander sem. "
15,4691856,UGAR Brewery,Need For More Speedo,Sour - Other Gose,https://untappd.com/b/ugar-brewery-need-for-more-speedo/4691856,4.5,N/A,3.58,579,01/26/22, 
0,5826629,B*BOP FERMENTORY,ÜÜÜÜÜÜÜÜ,Sour - Smoothie / Pastry,https://untappd.com/b/b-bop-fermentory-uuuuuuuu/5826629,4.5,N/A,4.23,944,05/13/24,"Mango Popsicle Tart Smoothie Nu Sour.An ice cream inspired thick and juicy Smoothie Nu Sour Ale conditioned on a ton of Alphonso mangoes, ice cream cones, vanilla and a pinch of pakistani Halite salt.  "
1,6122703,B*BOP FERMENTORY,MUMIA,Sour - Smoothie / Pastry,https://untappd.com/b/b-bop-fermentory-mumia/6122703,4.3,N/A,4.17,1727,01/09/25,"Pineapple Mango Maracuja Smoothie Nu Sour.A delicate and thick Smoothie Nu Sour infused with Egyptian pineapples, Alphonso mangoes, Ecuadorian passionfruits and a pinch of pakistani Halite salt. No Crumbs Left — All Sauce  "
2,5919340,Mad Scientist,Glorious Mess,Sour - Smoothie / Pastry,https://untappd.com/b/mad-scientist-glorious-mess/5919340,5.7,N/A,4.16,1021,07/24/24,"Ice Cream Smoothie Sour with Mango, Pineapple, Apricot collab with our main crispy boys HOP HOOLIGANS (ROM) following our Bucharest collab BEAUTIFUL MESS "
3,3464237,Mad Scientist,Blackcurrant Trifle,Sour - Smoothie / Pastry,https://untappd.com/b/mad-scientist-blackcurrant-trifle/3464237,10.0,N/A,4.15,2750,10/04/19,"Collabfest 2019 Imperial Pastry Gose 8,2% brewed in collaboration with BrewDog Budapest and Mad ScientistThe 2nd batch, brewed by the request of BrewDog UK for Collabfest 2020 has the abv of 10% "
4,6022750,Unity Bar & Brewery,Raspberry X Mango X Passion Fruit Smoothie Sour,Sour - Smoothie / Pastry,https://untappd.com/b/unity-bar-and-brewery-raspberry-x-mango-x-passion-fruit-smoothie-sour/6022750,5.2,5,4.07,662,10/16/24,"A thick, pulpy smoothie sour with loads of raspberry, mango, and passion fruit purees. Just high quality fruit puree, no bullshit. We DO NOT play the fake gelato powder game!NO LACTOSE "
5,6122701,B*BOP FERMENTORY,MUFASA,Sour - Smoothie / Pastry,https://untappd.com/b/b-bop-fermentory-mufasa/6122701,4.3,N/A,4.02,1593,01/09/25,"Guava Papaya Passionfruit Smoothie Nu Sour.A delicate and thick Smoothie Nu Sour infused with Mexican guavas, Indian papayas, Ecuadorian passionfruits and a pinch of pakistani Halite salt. No Crumbs Left — All Sauce "
6,5996433,Mad Scientist,I'm Selling Bananas,Sour - Smoothie / Pastry,https://untappd.com/b/mad-scientist-i-m-selling-bananas/5996433,6.0,N/A,4.0,863,09/25/24,"Ice Cream Smoothie Sour with Strawberry, Bananas, Mango and Lychee "
